image_name,label,split,relative_filepath
SPC-EAWAG-0P5X-1582290247665314-3035762790682-002379-102-1162-320-40-52.jpeg,diatom_chain,train,diatom_chain/training_data/SPC-EAWAG-0P5X-1582290247665314-3035762790682-002379-102-1162-320-40-52.jpeg
SPC-EAWAG-0P5X-1539824909321526-5507430597494-040999-138-858-244-104-184.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1539824909321526-5507430597494-040999-138-858-244-104-184.jpeg
SPC-EAWAG-0P5X-1543887205913506-9569666269858-055959-033-2152-102-248-240.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1543887205913506-9569666269858-055959-033-2152-102-248-240.jpeg
SPC-EAWAG-0P5X-1559498535227243-6403959481343-001259-774-2688-526-104-80.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1559498535227243-6403959481343-001259-774-2688-526-104-80.jpeg
SPC-EAWAG-0P5X-1570496472523355-3678450910139-000629-073-410-1972-36-48.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496472523355-3678450910139-000629-073-410-1972-36-48.jpeg
SPC-EAWAG-0P5X-1533731649512042-5445581212333-020399-032-1622-214-220-192.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1533731649512042-5445581212333-020399-032-1622-214-220-192.jpeg
SPC-EAWAG-0P5X-1528851917712636-565915814248-039069-019-1362-1442-76-72.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528851917712636-565915814248-039069-019-1362-1442-76-72.jpeg
SPC-EAWAG-0P5X-1563257010006701-10162379801999-001999-009-2352-2000-88-116.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563257010006701-10162379801999-001999-009-2352-2000-88-116.jpeg
SPC-EAWAG-0P5X-1589436128199780-10181537104347-001189-010-1270-1322-36-68.jpeg,ceratium,train,ceratium/training_data/SPC-EAWAG-0P5X-1589436128199780-10181537104347-001189-010-1270-1322-36-68.jpeg
SPC-EAWAG-0P5X-1533301542759935-5015480375302-039329-113-2682-910-276-248.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1533301542759935-5015480375302-039329-113-2682-910-276-248.jpeg
SPC-EAWAG-0P5X-1530883971033067-2597941197534-055609-243-1968-740-64-64.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1530883971033067-2597941197534-055609-243-1968-740-64-64.jpeg
SPC-EAWAG-0P5X-1539348594374942-5031122697223-029849-102-2692-252-192-96.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1539348594374942-5031122697223-029849-102-2692-252-192-96.jpeg
SPC-EAWAG-0P5X-1592302207260018-13047573271025-005979-061-748-1584-44-116.jpeg,paradileptus,train,paradileptus/training_data/SPC-EAWAG-0P5X-1592302207260018-13047573271025-005979-061-748-1584-44-116.jpeg
SPC-EAWAG-0P5X-1590652860700786-11398251264498-000509-004-1748-2310-64-68.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1590652860700786-11398251264498-000509-004-1748-2310-64-68.jpeg
SPC-EAWAG-0P5X-1539216024425013-4898554720124-000149-019-1144-1978-96-124.jpeg,bosmina,train,bosmina/training_data/SPC-EAWAG-0P5X-1539216024425013-4898554720124-000149-019-1144-1978-96-124.jpeg
SPC-EAWAG-0P5X-1583053614860448-3799118917818-004049-238-1630-704-228-232.jpeg,filament,train,filament/training_data/SPC-EAWAG-0P5X-1583053614860448-3799118917818-004049-238-1630-704-228-232.jpeg
SPC-EAWAG-0P5X-1580983722583015-1729256640497-005129-025-790-1180-40-48.jpeg,unknown,train,unknown/training_data/SPC-EAWAG-0P5X-1580983722583015-1729256640497-005129-025-790-1180-40-48.jpeg
SPC-EAWAG-0P5X-1531355847020664-3069810715540-022369-088-1606-804-52-48.jpeg,keratella_quadrata,train,keratella_quadrata/training_data/SPC-EAWAG-0P5X-1531355847020664-3069810715540-022369-088-1606-804-52-48.jpeg
SPC-EAWAG-0P5X-1537751302229204-3433854053156-040919-060-1078-1104-32-108.jpeg,trichocerca,train,trichocerca/training_data/SPC-EAWAG-0P5X-1537751302229204-3433854053156-040919-060-1078-1104-32-108.jpeg
SPC-EAWAG-0P5X-1538266975072530-3949519380155-013659-142-1202-452-60-80.jpeg,trichocerca,train,trichocerca/training_data/SPC-EAWAG-0P5X-1538266975072530-3949519380155-013659-142-1202-452-60-80.jpeg
SPC-EAWAG-0P5X-1530450383463174-2164359571671-039729-003-1736-1382-64-44.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1530450383463174-2164359571671-039729-003-1736-1382-64-44.jpeg
SPC-EAWAG-0P5X-1540080503562165-5763021037735-004939-148-2880-72-244-188.jpeg,bosmina,train,bosmina/training_data/SPC-EAWAG-0P5X-1540080503562165-5763021037735-004939-148-2880-72-244-188.jpeg
SPC-EAWAG-0P5X-1537923056046795-3605605383287-030459-148-2772-678-72-60.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1537923056046795-3605605383287-030459-148-2772-678-72-60.jpeg
SPC-EAWAG-0P5X-1528205606510528-542104559685-055959-064-1738-16-124-68.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528205606510528-542104559685-055959-064-1738-16-124-68.jpeg
SPC-EAWAG-0P5X-1589450553152250-10195961867129-001439-037-764-628-44-44.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1589450553152250-10195961867129-001439-037-764-628-44-44.jpeg
SPC-EAWAG-0P5X-1528809600852656-523599594936-047910-025-1530-1340-76-64.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528809600852656-523599594936-047910-025-1530-1340-76-64.jpeg
SPC-EAWAG-0P5X-1534859578998617-542171694162-067689-011-1762-1842-248-228.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1534859578998617-542171694162-067689-011-1762-1842-248-228.jpeg
SPC-EAWAG-0P5X-1532348244342839-4062194886411-010339-123-994-76-320-432.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1532348244342839-4062194886411-010339-123-994-76-320-432.jpeg
SPC-EAWAG-0P5X-1584363669885355-5109154851978-000599-006-1522-2150-160-160.jpeg,conochilus,train,conochilus/training_data/SPC-EAWAG-0P5X-1584363669885355-5109154851978-000599-006-1522-2150-160-160.jpeg
SPC-EAWAG-0P5X-1541769397123155-7451889313273-045869-076-2536-1460-168-96.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1541769397123155-7451889313273-045869-076-2536-1460-168-96.jpeg
SPC-EAWAG-0P5X-1570496451514263-3678429908394-000419-341-2138-770-64-44.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496451514263-3678429908394-000419-341-2138-770-64-44.jpeg
SPC-EAWAG-0P5X-1555333619610351-2239106088131-004099-033-3056-1460-116-88.jpeg,bosmina,train,bosmina/training_data/SPC-EAWAG-0P5X-1555333619610351-2239106088131-004099-033-3056-1460-116-88.jpeg
SPC-EAWAG-0P5X-1559674818745488-6580240362430-000089-147-2528-1448-68-40.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559674818745488-6580240362430-000089-147-2528-1448-68-40.jpeg
SPC-EAWAG-0P5X-1533087190533222-4801131097588-055799-215-1920-272-140-232.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1533087190533222-4801131097588-055799-215-1920-272-140-232.jpeg
SPC-EAWAG-0P5X-1530364278101694-2078255425097-042679-003-1160-1154-56-80.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1530364278101694-2078255425097-042679-003-1160-1154-56-80.jpeg
SPC-EAWAG-0P5X-1580983407526773-1728941614311-001979-016-1492-1526-64-80.jpeg,dirt,train,dirt/training_data/SPC-EAWAG-0P5X-1580983407526773-1728941614311-001979-016-1492-1526-64-80.jpeg
SPC-EAWAG-0P5X-1582715144077828-3460653011223-003339-077-2446-1498-148-128.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1582715144077828-3460653011223-003339-077-2446-1498-148-128.jpeg
SPC-EAWAG-0P5X-1540512140572641-6194651323362-001309-011-3036-2200-72-76.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1540512140572641-6194651323362-001309-011-3036-2200-72-76.jpeg
SPC-EAWAG-0P5X-1590048208505297-10793608073621-001989-051-534-854-140-248.jpeg,daphnia_skins,train,daphnia_skins/training_data/SPC-EAWAG-0P5X-1590048208505297-10793608073621-001989-051-534-854-140-248.jpeg
SPC-EAWAG-0P5X-1532004089479608-3718044551028-024789-283-2690-502-228-280.jpeg,eudiaptomus,train,eudiaptomus/training_data/SPC-EAWAG-0P5X-1532004089479608-3718044551028-024789-283-2690-502-228-280.jpeg
SPC-EAWAG-0P5X-1570496489582040-3678467911553-000799-322-1070-584-56-84.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496489582040-3678467911553-000799-322-1070-584-56-84.jpeg
SPC-EAWAG-0P5X-1584364088959689-5109573886811-004789-000-2328-2560-140-32.jpeg,kellicottia,train,kellicottia/training_data/SPC-EAWAG-0P5X-1584364088959689-5109573886811-004789-000-2328-2560-140-32.jpeg
SPC-EAWAG-0P5X-1543061419627863-8743892626121-006099-026-2556-1374-92-72.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1543061419627863-8743892626121-006099-026-2556-1374-92-72.jpeg
SPC-EAWAG-0P5X-1529023350971111-737346721270-025409-001-2756-2486-52-60.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1529023350971111-737346721270-025409-001-2756-2486-52-60.jpeg
SPC-EAWAG-0P5X-1528329880537702-43885672389-002709-010-2928-2002-56-52.jpeg,keratella_quadrata,train,keratella_quadrata/training_data/SPC-EAWAG-0P5X-1528329880537702-43885672389-002709-010-2928-2002-56-52.jpeg
SPC-EAWAG-0P5X-1570496715596114-3678693930341-003059-265-1110-894-56-60.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1570496715596114-3678693930341-003059-265-1110-894-56-60.jpeg
SPC-EAWAG-0P5X-1578384375805452-11566234162092-003659-029-2476-550-60-48.jpeg,unknown,train,unknown/training_data/SPC-EAWAG-0P5X-1578384375805452-11566234162092-003659-029-2476-550-60-48.jpeg
SPC-EAWAG-0P5X-1534812018219254-494611585812-024079-032-1678-1396-556-220.jpeg,leptodora,train,leptodora/training_data/SPC-EAWAG-0P5X-1534812018219254-494611585812-024079-032-1678-1396-556-220.jpeg
SPC-EAWAG-0P5X-1589504758744311-10250166615404-003489-020-2254-172-460-532.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1589504758744311-10250166615404-003489-020-2254-172-460-532.jpeg
SPC-EAWAG-0P5X-1570496618534330-3678596922277-002089-018-1252-2418-76-36.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496618534330-3678596922277-002089-018-1252-2418-76-36.jpeg
SPC-EAWAG-0P5X-1529282115060011-996107287664-021049-006-2380-2268-480-284.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1529282115060011-996107287664-021049-006-2380-2268-480-284.jpeg
SPC-EAWAG-0P5X-1563256901990578-10162271793020-000919-024-1940-1630-96-108.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563256901990578-10162271793020-000919-024-1940-1630-96-108.jpeg
SPC-EAWAG-0P5X-1589436089214258-10181498101104-000799-017-2954-1506-44-40.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1589436089214258-10181498101104-000799-017-2954-1506-44-40.jpeg
SPC-EAWAG-0P5X-1540512061553914-6194572316795-000519-136-1994-710-92-92.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1540512061553914-6194572316795-000519-136-1994-710-92-92.jpeg
SPC-EAWAG-0P5X-1528206110554611-542608601584-060999-015-1358-1484-92-88.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528206110554611-542608601584-060999-015-1358-1484-92-88.jpeg
SPC-EAWAG-0P5X-1560416728936673-7322139307773-003189-105-3122-1026-104-176.jpeg,conochilus,train,conochilus/training_data/SPC-EAWAG-0P5X-1560416728936673-7322139307773-003189-105-3122-1026-104-176.jpeg
SPC-EAWAG-0P5X-1563260949235199-10166318973442-005399-013-684-1788-68-72.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563260949235199-10166318973442-005399-013-684-1788-68-72.jpeg
SPC-EAWAG-0P5X-1563260912236865-10166281970366-005029-044-1842-1228-56-56.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563260912236865-10166281970366-005029-044-1842-1228-56-56.jpeg
SPC-EAWAG-0P5X-1591632376676997-12377752697018-003669-023-2554-160-84-92.jpeg,aphanizomenon,train,aphanizomenon/training_data/SPC-EAWAG-0P5X-1591632376676997-12377752697018-003669-023-2554-160-84-92.jpeg
SPC-EAWAG-0P5X-1529067119673861-781114788061-031074-078-1840-1322-64-96.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1529067119673861-781114788061-031074-078-1840-1322-64-96.jpeg
SPC-EAWAG-0P5X-1586181997851796-6927455765458-003879-047-578-1306-72-60.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1586181997851796-6927455765458-003879-047-578-1306-72-60.jpeg
SPC-EAWAG-0P5X-1592194185316298-12939552961617-005759-010-1966-2050-56-56.jpeg,paradileptus,train,paradileptus/training_data/SPC-EAWAG-0P5X-1592194185316298-12939552961617-005759-010-1966-2050-56-56.jpeg
SPC-EAWAG-0P5X-1589450780159536-10196188886000-003709-023-1186-1186-40-72.jpeg,ceratium,train,ceratium/training_data/SPC-EAWAG-0P5X-1589450780159536-10196188886000-003709-023-1186-1186-40-72.jpeg
SPC-EAWAG-0P5X-1589256485249401-10001896899099-004759-019-1200-922-56-48.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1589256485249401-10001896899099-004759-019-1200-922-56-48.jpeg
SPC-EAWAG-0P5X-1570496542545421-3678520915959-001329-174-2824-1306-44-44.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496542545421-3678520915959-001329-174-2824-1306-44-44.jpeg
SPC-EAWAG-0P5X-1528632477201722-346478206155-004679-040-2724-966-48-52.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528632477201722-346478206155-004679-040-2724-966-48-52.jpeg
SPC-EAWAG-0P5X-1531834672681406-3548630008275-058619-128-2858-1382-204-232.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1531834672681406-3548630008275-058619-128-2858-1382-204-232.jpeg
SPC-EAWAG-0P5X-1559498432170795-6403856472781-000229-395-3178-1546-52-56.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498432170795-6403856472781-000229-395-3178-1546-52-56.jpeg
SPC-EAWAG-0P5X-1531359831374445-3073795046741-062209-066-1834-1300-32-88.jpeg,kellicottia,train,kellicottia/training_data/SPC-EAWAG-0P5X-1531359831374445-3073795046741-062209-066-1834-1300-32-88.jpeg
SPC-EAWAG-0P5X-1527731944969231-68449612410-071339-069-382-544-68-100.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1527731944969231-68449612410-071339-069-382-544-68-100.jpeg
SPC-EAWAG-0P5X-1584536503734926-5281986139792-000939-005-2356-1878-196-216.jpeg,conochilus,train,conochilus/training_data/SPC-EAWAG-0P5X-1584536503734926-5281986139792-000939-005-2356-1878-196-216.jpeg
SPC-EAWAG-0P5X-1584615773891578-5361255109548-001639-037-1038-762-228-176.jpeg,conochilus,train,conochilus/training_data/SPC-EAWAG-0P5X-1584615773891578-5361255109548-001639-037-1038-762-228-176.jpeg
SPC-EAWAG-0P5X-1535679723294508-1362304560027-061129-005-3138-2152-284-260.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1535679723294508-1362304560027-061129-005-3138-2152-284-260.jpeg
SPC-EAWAG-0P5X-1531357876227865-3071839884216-042659-009-1204-1928-208-100.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1531357876227865-3071839884216-042659-009-1204-1928-208-100.jpeg
SPC-EAWAG-0P5X-1529415597847099-1129588327525-059879-026-2806-1894-56-84.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1529415597847099-1129588327525-059879-026-2806-1894-56-84.jpeg
SPC-EAWAG-0P5X-1540339589854028-6022103286802-003799-109-2908-884-28-56.jpeg,brachionus,train,brachionus/training_data/SPC-EAWAG-0P5X-1540339589854028-6022103286802-003799-109-2908-884-28-56.jpeg
SPC-EAWAG-0P5X-1535631521920540-1314103858565-011119-042-2184-1136-312-300.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1535631521920540-1314103858565-011119-042-2184-1136-312-300.jpeg
SPC-EAWAG-0P5X-1555333582565530-2239069085055-003729-005-1108-2238-112-68.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1555333582565530-2239069085055-003729-005-1108-2238-112-68.jpeg
SPC-EAWAG-0P5X-1575360106866335-8542010732133-000969-049-1234-428-68-60.jpeg,synchaeta,train,synchaeta/training_data/SPC-EAWAG-0P5X-1575360106866335-8542010732133-000969-049-1234-428-68-60.jpeg
SPC-EAWAG-0P5X-1528331212712075-45217783122-016029-007-1112-2170-84-124.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528331212712075-45217783122-016029-007-1112-2170-84-124.jpeg
SPC-EAWAG-0P5X-1582020511481703-2766030519963-005019-009-1088-2046-40-44.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1582020511481703-2766030519963-005019-009-1088-2046-40-44.jpeg
SPC-EAWAG-0P5X-1527730152781638-66657463436-053419-014-2714-1646-76-96.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1527730152781638-66657463436-053419-014-2714-1646-76-96.jpeg
SPC-EAWAG-0P5X-1570496566571602-3678544917954-001569-165-1966-1436-52-52.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496566571602-3678544917954-001569-165-1966-1436-52-52.jpeg
SPC-EAWAG-0P5X-1531748935335799-3462893776994-065249-292-2388-406-72-64.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1531748935335799-3462893776994-065249-292-2388-406-72-64.jpeg
SPC-EAWAG-0P5X-1591614111449209-12359487766304-001019-012-2248-1928-92-88.jpeg,aphanizomenon,train,aphanizomenon/training_data/SPC-EAWAG-0P5X-1591614111449209-12359487766304-001019-012-2248-1928-92-88.jpeg
SPC-EAWAG-0P5X-1589364456335820-10109866357814-004469-014-418-1148-244-272.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1589364456335820-10109866357814-004469-014-418-1148-244-272.jpeg
SPC-EAWAG-0P5X-1542934684047743-8617158955822-034739-055-1596-1090-92-96.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1542934684047743-8617158955822-034739-055-1596-1090-92-96.jpeg
SPC-EAWAG-0P5X-1537363189073945-3045746401402-047789-032-1406-1620-76-120.jpeg,asplanchna,train,asplanchna/training_data/SPC-EAWAG-0P5X-1537363189073945-3045746401402-047789-032-1406-1620-76-120.jpeg
SPC-EAWAG-0P5X-1563264481197329-10169850854778-004709-074-650-368-76-76.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563264481197329-10169850854778-004709-074-650-368-76-76.jpeg
SPC-EAWAG-0P5X-1582020435456316-2765954513645-004259-062-2302-422-116-112.jpeg,copepod_skins,train,copepod_skins/training_data/SPC-EAWAG-0P5X-1582020435456316-2765954513645-004259-062-2302-422-116-112.jpeg
SPC-EAWAG-0P5X-1538183662968055-3866208510001-044529-030-1374-2056-652-208.jpeg,eudiaptomus,train,eudiaptomus/training_data/SPC-EAWAG-0P5X-1538183662968055-3866208510001-044529-030-1374-2056-652-208.jpeg
SPC-EAWAG-0P5X-1589436288222377-10181697117648-002789-034-2728-474-52-56.jpeg,ceratium,train,ceratium/training_data/SPC-EAWAG-0P5X-1589436288222377-10181697117648-002789-034-2728-474-52-56.jpeg
SPC-EAWAG-0P5X-1536798444405319-2481009753070-016339-014-878-2028-68-92.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1536798444405319-2481009753070-016339-014-878-2028-68-92.jpeg
SPC-EAWAG-0P5X-1533387843021720-5101779433041-038329-109-2918-406-192-196.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1533387843021720-5101779433041-038329-109-2918-406-192-196.jpeg
SPC-EAWAG-0P5X-1559498556219002-6403980483089-001469-058-2162-2402-52-56.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498556219002-6403980483089-001469-058-2162-2402-52-56.jpeg
SPC-EAWAG-0P5X-1532094479998992-3808433887493-064699-095-1878-1312-368-364.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1532094479998992-3808433887493-064699-095-1878-1312-368-364.jpeg
SPC-EAWAG-0P5X-1563253225648838-10158595531663-000159-089-2380-410-84-76.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563253225648838-10158595531663-000159-089-2380-410-84-76.jpeg
SPC-EAWAG-0P5X-1534638908130773-321503839224-020979-060-1680-948-1064-1360.jpeg,leptodora,train,leptodora/training_data/SPC-EAWAG-0P5X-1534638908130773-321503839224-020979-060-1680-948-1064-1360.jpeg
SPC-EAWAG-0P5X-1540648306159567-6330814763261-066959-085-1306-932-100-176.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1540648306159567-6330814763261-066959-085-1306-932-100-176.jpeg
SPC-EAWAG-0P5X-1537537033468186-3219588332033-058229-045-854-1684-76-48.jpeg,trichocerca,train,trichocerca/training_data/SPC-EAWAG-0P5X-1537537033468186-3219588332033-058229-045-854-1684-76-48.jpeg
SPC-EAWAG-0P5X-1563246595279474-10151965216516-005859-031-1770-1612-56-52.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563246595279474-10151965216516-005859-031-1770-1612-56-52.jpeg
SPC-EAWAG-0P5X-1563257044012520-10162413804825-002339-022-2906-1646-76-88.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563257044012520-10162413804825-002339-022-2906-1646-76-88.jpeg
SPC-EAWAG-0P5X-1542372182019614-8054665329394-025719-067-3396-828-68-176.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1542372182019614-8054665329394-025719-067-3396-828-68-176.jpeg
SPC-EAWAG-0P5X-1529586570331410-1300558571289-041599-094-1914-918-64-104.jpeg,filament,train,filament/training_data/SPC-EAWAG-0P5X-1529586570331410-1300558571289-041599-094-1914-918-64-104.jpeg
SPC-EAWAG-0P5X-1531356611091507-3070574779053-030009-098-3052-746-96-440.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1531356611091507-3070574779053-030009-098-3052-746-96-440.jpeg
SPC-EAWAG-0P5X-1534810911120844-493504493784-013009-023-2022-1752-448-124.jpeg,leptodora,train,leptodora/training_data/SPC-EAWAG-0P5X-1534810911120844-493504493784-013009-023-2022-1752-448-124.jpeg
SPC-EAWAG-0P5X-1528632457176368-346458204492-004479-055-2340-1014-52-52.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528632457176368-346458204492-004479-055-2340-1014-52-52.jpeg
SPC-EAWAG-0P5X-1539475918386154-5158444821813-007089-132-1858-636-244-276.jpeg,eudiaptomus,train,eudiaptomus/training_data/SPC-EAWAG-0P5X-1539475918386154-5158444821813-007089-132-1858-636-244-276.jpeg
SPC-EAWAG-0P5X-1569405611741083-2587606614394-000019-145-692-1802-64-72.jpeg,dirt,train,dirt/training_data/SPC-EAWAG-0P5X-1569405611741083-2587606614394-000019-145-692-1802-64-72.jpeg
SPC-EAWAG-0P5X-1563257044978291-10162414804908-002349-003-2902-2248-72-96.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563257044978291-10162414804908-002349-003-2902-2248-72-96.jpeg
SPC-EAWAG-0P5X-1570496533573723-3678511915211-001239-439-1354-186-56-72.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496533573723-3678511915211-001239-439-1354-186-56-72.jpeg
SPC-EAWAG-0P5X-1563253614695591-10158984564001-004049-095-1658-136-60-60.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563253614695591-10158984564001-004049-095-1658-136-60-60.jpeg
SPC-EAWAG-0P5X-1589976553694744-10721954348043-005439-013-2202-1480-68-32.jpeg,ceratium,train,ceratium/training_data/SPC-EAWAG-0P5X-1589976553694744-10721954348043-005439-013-2202-1480-68-32.jpeg
SPC-EAWAG-0P5X-1527125628808787-1267479805895-056179-004-1760-1850-528-412.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1527125628808787-1267479805895-056179-004-1760-1850-528-412.jpeg
SPC-EAWAG-0P5X-1530709303786259-2423276329229-036929-092-1020-1646-68-80.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1530709303786259-2423276329229-036929-092-1020-1646-68-80.jpeg
SPC-EAWAG-0P5X-1559498414206654-6403838471284-000049-673-1086-716-36-72.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498414206654-6403838471284-000049-673-1086-716-36-72.jpeg
SPC-EAWAG-0P5X-1570496549555475-3678527916541-001399-205-2698-1210-68-32.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496549555475-3678527916541-001399-205-2698-1210-68-32.jpeg
SPC-EAWAG-0P5X-1527211734915623-1353584680000-053249-041-2172-192-580-780.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1527211734915623-1353584680000-053249-041-2172-192-580-780.jpeg
SPC-EAWAG-0P5X-1570496515531633-3678493913714-001059-093-1152-1882-52-44.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496515531633-3678493913714-001059-093-1152-1882-52-44.jpeg
SPC-EAWAG-0P5X-1528417233166105-131237127458-012229-054-1900-916-116-96.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528417233166105-131237127458-012229-054-1900-916-116-96.jpeg
SPC-EAWAG-0P5X-1559498434200736-6403858472947-000249-493-2330-1448-36-44.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498434200736-6403858472947-000249-493-2330-1448-36-44.jpeg
SPC-EAWAG-0P5X-1570496550568377-3678528916624-001409-376-1336-340-84-40.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496550568377-3678528916624-001409-376-1336-340-84-40.jpeg
SPC-EAWAG-0P5X-1543111104145144-8793576387062-070939-008-760-1928-112-68.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1543111104145144-8793576387062-070939-008-760-1928-112-68.jpeg
SPC-EAWAG-0P5X-1589724603205952-10470007749031-005939-013-2662-1316-32-68.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1589724603205952-10470007749031-005939-013-2662-1316-32-68.jpeg
